granary_id,longitude,latitude,address_cn,heap_id,detection_time,temperature_grain,grid_x,grid_y,grid_z,avg_grain_temp,max_temp,min_temp,temperature_inside,humidity_warehouse,temperature_outside,humidity_outside,warehouse_type
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,20.25,1,1,1,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,19.75,1,1,2,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,20.0,1,1,3,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,20.25,1,1,4,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,19.5,1,1,5,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,19.75,1,1,6,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,19.25,1,2,1,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,19.25,1,2,2,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,18.5,1,2,3,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,22.75,1,2,4,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,19.75,1,2,5,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,20.0,1,2,6,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
蚬冈库,122.3536,36.1458,开平市蚬冈镇,P2-1-01堆位,2024-09-19 02:00:31,22.0,1,3,1,21.12,25.0,18.5,20.75,43.44,26.8,87.5,平房仓
